row hash,your role recoded,orgtype: Charitable trust,orgtype: Incorporated society,orgtype: Voluntary organisation,orgtype: māori,orgtype: faith,orgtype: philanthropic,orgtype:other,paid staff,volunteers,income,service type,service type other,international?,region: All of Aotearoa New Zealand,region: All of North Island,region: All of South Island,region: Northland,region: Auckland,region: Waikato,region: Bay of Plenty,region: Gisborne,region: Hawke's Bay,region: Taranaki,region: Manawatu-Wanganui,region: Wellington,region: Tasman-Nelson-Marlborough,region: West Coast,region: Canterbury,region: Otago,region: Southland,ethnic: General (no ethnic-specific focus),ethnic: New Zealand European,ethnic: māori,ethnic: Samoan,ethnic: Cook Island Māori,ethnic: Tongan,ethnic: Niuean,ethnic: Chinese,ethnic: Indian,ethnic: MELA,ethnic: Other,revenue affect,lost revenue (est),Reduction Standardised,gained revenue (est),Increase standardised,service delivery affect,service delivery affect reasons,service delivery change,service delivery change description,funding reserve,challenges: Ensuring sufficient revenue to maintain viability,challenges: Being able to pay our staff,challenges: Changing our service provision to meet public health criteria,challenges: Meeting the needs of the people we support,challenges: Ensuring our staff and volunteers are well supported,challenges: Developing new service offerings,challenges: Loss of volunteers,challenges: Meeting the levels of work required,challenges: Other (please specify),opportunities: Increasing our volunteer base,opportunities: Improving our profile,opportunities: Greater appreciation for and recognition of our work,opportunities: New ways of connecting with funders and/or supporters,opportunities: Working closer with other organisations for a common good,opportunities: New ways of connecting with those using our services,opportunities: New service offerings,opportunities: Faster decision-making,opportunities: Longer contracts or funding agreements,opportunities: More flexibility in contracts or funding agreements,opportunities: Stronger sense of community or common values,opportunities: Increasing our funding,opportunities: Ability to move quickly,opportunities: Better business continuity planning,opportunities: Options around where and how we work,opportunities: Other (please specify),priorities and concerns,staff: Reduce staff numbers,staff: Reduce staff wages and salaries,staff: Reduce volunteer support,staff: Increase staff,staff: Increase volunteer support,staff: Not applicable,staff: Other (please specify),service delivery: Cut some services,service delivery: Seek new funding sources,service delivery: Deliver more remote online or phone services,service delivery: Develop new in-person service offerings,service delivery: Reduce service costs to users,service delivery: Increase service costs to users,service delivery: Change kaupapa,service delivery: Not applicable,service delivery: Other (please specify),support accessed: Government COVID-19 wage subsidy scheme,support accessed: Government COVID-19 small business cashflow loan scheme,support accessed: Other government funding responding to COVID-19,support accessed: New funding sources,support accessed: Voluntary support,support accessed: Donated goods and services,support accessed: Not applicable,support accessed: Other (please specify),other new ways,optimism,support needed: More volunteers,support needed: Advice on how you can operate within COVID-19 restrictions,support needed: HR support and advice,support needed: Digital technology,support needed: Legal obligations,support needed: Grant writing,support needed: Fundraising,support needed: Resources to manage volunteers,support needed: Governance,support needed: Leadership,support needed: Innovation and strategic advice,support needed: Marketing and communications,support needed: Other (please specify),sector changes: Collaboration between organisations,sector changes: Mergers of organisations,sector changes: Sector-wide leadership to provide voice and influence,sector changes: Strengthening financial and management knowledge/skills,sector changes: Strengthening governance knowledge/skills,sector changes: Access to information and data in one place,sector changes: Funding to cover salaries and operational costs,sector changes: Other (please specify),important learning,comments,share,"again: Yes, I am willing to be surveyed again","again: Yes, I am willing to be interviewed","again: Yes, I would like to see the survey results","again: No, I do not wish to be contacted"
6798ecccfaa4eb06d0a5e0646f8fb0bf1154aab1,Board member/trustee,1,0,0,0,0,0,,No paid staff,1-5 volunteers,"Under $125,000","Culture, arts and heritage",,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,,I'm not sure,,,,,I'm not sure,we are a newly formed Trust. This is our first year of operations,We have not made any changes to how we deliver services,Our delivery takes into consideration COVID-19 restrictions,I'm not sure,1,0,0,0,0,0,0,1,,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,,,,,,,,Not applicable,,,,,,,,"Change our organisation’s purpose, rules or approaches to allow for different activities",,,,,,,,,Not applicable,,,6 Very confident,,Advice on how you can operate within COVID-19 restrictions,,Digital technology,,Grant writing,Fundraising,,,,,Marketing and communications,,,,,,,Access to information and data in one place,Funding to cover salaries and operational costs,,,,Yes,,,,"No, I do not wish to be contacted"
679a578f5cb1d6f4fc30ca18fdc54021b47422b0,Chief Executive or Executive Director,0,0,0,0,0,1,,1-5 staff,6-10 volunteers,"$125,000 to under $2 million","Grant making, fundraising and voluntarism promotion",,We work only in Aotearoa New Zealand,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)","$500,000 ","$500,000.00 ",,,We have maintained services at the same level,,We have made minor changes to how we deliver services because of COVID-19,Meetings now online,We have sufficient funds to maintain staff and activity for more than one year,0,0,0,0,0,0,0,0,Loss in income meaning eventually this will impact on how much we can fund other organisations,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,,,,,,,,Not applicable,,,,Deliver more remote online or phone services,,,,,,,,,,,,,Not applicable,,,6 Very confident,,,,Digital technology,,,,,,,Innovation and strategic advice,Marketing and communications,,Collaboration between organisations,Mergers of organisations,Sector-wide leadership to provide voice and influence,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,Access to information and data in one place,Funding to cover salaries and operational costs,,The amazing resilience of the sector,,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
67e9d9c5b702e4e9cc4d71aedcb8a47294dbe350,Chief Executive or Executive Director,1,0,0,0,0,0,,11-20 staff,1-5 volunteers,"$125,000 to under $2 million",Youth development,,We work only in Aotearoa New Zealand,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,,"We have had, or expect to have, no change in revenue",,,,,We have had to make moderate cuts to our services because of COVID-19,"We had to close our ""drop in"" service to community because of COVID-19",We have made some changes to how we deliver services because of COVID-19,Our youth/health service approach was taken online/virtual/ph consults while under lockdown,We have sufficient funds to maintain staff and activity for six to 12 months,0,0,1,1,1,1,0,1,,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,,"Our main challenge during this experience was the closure of our drop in service, which is a core component of our service approach with an integrated health and youth model. We found that while we mainly work with young people, communication was a huge challenge for us in that we had to rely on virtual/phone communication. This approach was initially good, but by the end of the lockdown we had a drop off engagements with youth due to missed calls and various reasons. Under Level 2 we have seen an increase across the board in all engagements now that we are able to facilitate physical meetings with rangatahi.",,,Reduce volunteer support,,,,,,,Deliver more remote online or phone services,Develop new in-person service offerings,,,,,,,,,,,Donated goods and services,,,,6 Very confident,,,,,,Grant writing,Fundraising,Resources to manage volunteers,Governance,Leadership,Innovation and strategic advice,Marketing and communications,,Collaboration between organisations,Mergers of organisations,,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,,Funding to cover salaries and operational costs,,The importance of community and viewing this as an opportunity for reflection and change,No,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
67fafc7f3a2ab724db9dd047ba65d1f78477dced,Chief Executive or Executive Director,1,0,1,0,0,0,Environmental,No paid staff,21-50 volunteers,"Under $125,000",Environment,,We work only in Aotearoa New Zealand,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, no change in revenue",,,,,We have had to substantially cut back on our services because of COVID-19,No group events,We have made major changes to how we deliver services because of COVID-19,No events,,0,0,1,0,1,0,1,0,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,The extra amount of trash in the environment. Masks and gloves,,,,,,Not applicable,,Cut some services,,Deliver more remote online or phone services,,,,,,,,,,,,,Not applicable,,,6 Very confident,More volunteers,Advice on how you can operate within COVID-19 restrictions,,,,,,,,,,Marketing and communications,,Collaboration between organisations,Mergers of organisations,Sector-wide leadership to provide voice and influence,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,Access to information and data in one place,Funding to cover salaries and operational costs,,,,Yes,"Yes, I am willing to be surveyed again",,,
687fd4e673887f23e2309c03b702e50c9c166937,Board member/trustee,1,0,0,0,0,0,,1-5 staff,6-10 volunteers,"Under $125,000",Community and social services,,We work only in Aotearoa New Zealand,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a moderate reduction in revenue (10-19% decline)",20000,"$20,000.00 ",,,We have had to make moderate cuts to our services because of COVID-19,Not being able to open during L3 and L4 and then physical distancing in L2,We have made some changes to how we deliver services because of COVID-19,,I'm not sure,1,0,1,0,1,1,1,0,,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,,,,,,,,,Reduce opening hours,,,Deliver more remote online or phone services,,,,,,,Government COVID-19 wage subsidy scheme,,Other government funding responding to COVID-19,,,,,,,5 Somewhat confident,More volunteers,,,Digital technology,,,Fundraising,,,,,Marketing and communications,,Collaboration between organisations,,,,,,Funding to cover salaries and operational costs,High profile people with drive and charitable ideas channel these through existing charities rather than set up a new one,"Sometimes we need to accept we cannot plan ahead, we just need to adjust to each day's events as they come.",Government and other support for charities needs to be aimed strategically not just at immediate needs eg are food parcels healthy or will they create habits and health issues in the future. Also I think the government has missed an opportunity to establish social enterprises that in the long term will assist in funding the good work being done,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
68dea579322e4ba30d3a0bf800b80755ee9500c2,Chief Executive or Executive Director,1,0,0,0,0,0,,1-5 staff,6-10 volunteers,"Under $125,000",,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)",12000,"$12,000.00 ",,,We have had to make moderate cuts to our services because of COVID-19,Lack of operational funding - cancelled sponsorships,We have made some changes to how we deliver services because of COVID-19,,We have sufficient funds to maintain staff and activity for six to 12 months,1,1,0,1,1,1,0,1,,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,,,,Reduce staff wages and salaries,,,Increase volunteer support,,,,Seek new funding sources,Deliver more remote online or phone services,,,,,,,,,,New funding sources,Voluntary support,Donated goods and services,,,,6 Very confident,,,,Digital technology,,Grant writing,Fundraising,,,Leadership,Innovation and strategic advice,Marketing and communications,,Collaboration between organisations,,,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,Access to information and data in one place,Funding to cover salaries and operational costs,,,,Yes,,,,
69acac146f21a345d0bf22486e6316efa8cc8d59,Senior manager,1,0,0,0,0,0,,1-5 staff,,"Under $125,000",,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a small reduction in revenue (0-9% decline)","$2,000 ","$2,000.00 ",,,We have had to substantially expand our services to respond to COVID-19,Our main core work has had to stop and we went online instead. We were not able to contact many of the families on line.,We have made major changes to how we deliver services because of COVID-19,"We operate out of a vehicle which does not allow us to have social distancing. Our programme has stopped. When we do start, we will need to employ someone younger as I am over 70 and I run the programme. Distancing is going to be necessary for some time.",We have sufficient funds to maintain staff and activity for four to five months,1,1,1,0,0,0,1,1,,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,,Finding the key person to take over from me so that I can focus on our online programme.,,,Reduce volunteer support,,,,,Cut some services,,Deliver more remote online or phone services,,,,,,We have had to cut ALL services and start new.,,,,,,,Not applicable,,Operating our programme which has had to be totally re written to work on the Zoom program.,3 Slightly pessimistic,More volunteers,,,,,,,,,,,,We need to employ another person but do not have the funding.,,,,,,,Funding to cover salaries and operational costs,,Adapting to the technology.,,Yes,"Yes, I am willing to be surveyed again",,"Yes, I would like to see the survey results",
69d7c3ebd625d50a04ca032b8f0d94db2ab19c9f,Senior manager,1,0,0,0,0,0,,21-50 staff,No volunteers,$2 million to under $30 million,Sport and recreation,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,"We have had, or expect to have, a moderate reduction in revenue (10-19% decline)","600,000","$600,000.00 ",,,We have had to make moderate cuts to our services because of COVID-19,Loss of Gaming Funding leading to loss of roles in some areas.,We have made some changes to how we deliver services because of COVID-19,"Used online options internally and for external workshops. Access to schools limited unable to deliver many services in L4,3,2",We have sufficient funds to maintain staff and activity for six to 12 months,1,1,0,1,0,1,0,1,,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,,Maintenance of funding for roles over next 3 -24 months.,Reduce staff numbers,,,,,,Small restructure taking place in some areas.,,,Deliver more remote online or phone services,,Reduce service costs to users,,"Change our organisation’s purpose, rules or approaches to allow for different activities",,,,,,,,,Not applicable,,Use of Teams and Zoom,6 Very confident,,,HR support and advice,Digital technology,,Grant writing,Fundraising,,Governance,,,,,Collaboration between organisations,,,Strengthening financial and management knowledge and skills in the sector,,,Funding to cover salaries and operational costs,,Be patient don't panic stay flexible,Concern that a number of regional sporting organisations are in difficult positions in the next 6 months,Yes,"Yes, I am willing to be surveyed again",,,
69dd1dbba430481871555cbe61796a2a732aaff9,Community worker or service provider,1,0,0,0,0,0,,11-20 staff,More than 50 volunteers,"$125,000 to under $2 million",Environment,,We work only in Aotearoa New Zealand,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)",Projected $25k this financial year but ongoing funding is at risk with Auckland Council,"$25,000.00 ",,,We have had to make moderate cuts to our services because of COVID-19,,We have made some changes to how we deliver services because of COVID-19,We are looking to share the load with cutting back staff hours which impacts our delivery on some of our services. We are also seeking funding outside our usual scope to help alleviate the organisation's funding needs.,We have sufficient funds to maintain staff and activity for up to one month,1,1,0,0,1,1,0,1,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,Reduce staff numbers,Reduce staff wages and salaries,,,,,,Cut some services,Seek new funding sources,Deliver more remote online or phone services,Develop new in-person service offerings,,,"Change our organisation’s purpose, rules or approaches to allow for different activities",,,Government COVID-19 wage subsidy scheme,,,,,,,,,5 Somewhat confident,,,,,,,Fundraising,Resources to manage volunteers,Governance,,Innovation and strategic advice,Marketing and communications,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,Strengthening financial and management knowledge and skills in the sector,,,Funding to cover salaries and operational costs,,"How ""fit for purpose"" our staff are as a collective and the value they individually bring to strengthen the team.",,Yes,,,"Yes, I would like to see the survey results","No, I do not wish to be contacted"
69fe66a9083bd760422fb77faf840e3c13a7c189,Financial manager,1,0,0,0,0,0,,More than 50 staff,More than 50 volunteers,$30 million or more,Community and social services,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a small reduction in revenue (0-9% decline)",100000,"$100,000.00 ",,,We have had to make moderate cuts to our services because of COVID-19,Limiting exposure of clients for their own safety,We have made minor changes to how we deliver services because of COVID-19,,We have sufficient funds to maintain staff and activity for two to three months,0,0,0,1,1,1,1,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,Reduce volunteer support,,,,,,,Deliver more remote online or phone services,,,,,,,,,Other government funding responding to COVID-19,,,Donated goods and services,,,,6 Very confident,,,,,,,Fundraising,Resources to manage volunteers,,,,,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,,,Access to information and data in one place,,,,,Yes,,,,"No, I do not wish to be contacted"
